gene index	a_n	m	resub	bresub
[15,322,372]	[-0.0011  0.0105  0.0101]	-13.5119	0.0000	0.0377
[15,356,372]	[0.0061  -0.0320  0.0134]	-9.4921	0.0000	0.0408
[16,165,372]	[0.0052  -0.0108  0.0129]	-7.8601	0.0000	0.0397
[16,337,372]	[-0.0009  -0.0204  0.0120]	-9.5054	0.0435	0.0469
[17,165,372]	[-0.0053  -0.0108  0.0131]	-7.7572	0.0000	0.0408
[17,372,388]	[-0.0223  0.0137  0.0190]	-17.8234	0.0000	0.0438
[17,372,456]	[-0.0261  0.0125  0.0140]	-15.7106	0.0000	0.0465
[19,95,372]	[-0.0014  0.0133  0.0098]	-14.2615	0.0000	0.0414
[19,356,372]	[0.0091  -0.0322  0.0133]	-9.6084	0.0000	0.0428
[19,372,388]	[-0.0212  0.0137  0.0204]	-18.2563	0.0000	0.0413
[19,372,456]	[-0.0056  0.0116  0.0139]	-15.5992	0.0000	0.0235
[20,95,372]	[0.0020  0.0134  0.0097]	-14.4376	0.0000	0.0437
[20,165,372]	[0.0001  -0.0109  0.0129]	-7.7791	0.0000	0.0370
[20,337,372]	[0.0012  -0.0204  0.0120]	-9.5963	0.0435	0.0493
[20,356,372]	[-0.0102  -0.0324  0.0136]	-8.8336	0.0000	0.0464
[20,372,388]	[-0.0017  0.0128  0.0188]	-17.6737	0.0000	0.0293
[20,372,456]	[-0.0075  0.0115  0.0137]	-15.1458	0.0000	0.0284
[21,165,372]	[0.0104  -0.0114  0.0129]	-7.6288	0.0000	0.0475
[22,372,388]	[0.0175  0.0129  0.0199]	-18.5215	0.0000	0.0358
[22,372,456]	[-0.0149  0.0115  0.0132]	-15.2134	0.0000	0.0309
[24,165,372]	[0.0046  -0.0109  0.0128]	-7.9821	0.0000	0.0452
[24,372,388]	[0.0165  0.0136  0.0222]	-20.3797	0.0000	0.0394
[24,372,456]	[0.0127  0.0117  0.0153]	-17.1145	0.0000	0.0309
[25,95,372]	[-0.0087  0.0141  0.0107]	-13.6325	0.0000	0.0447
[25,165,372]	[0.0068  -0.0117  0.0128]	-8.6341	0.0000	0.0482
[25,322,372]	[0.0048  0.0112  0.0099]	-14.4696	0.0000	0.0473
[25,372,388]	[-0.0065  0.0135  0.0192]	-17.1745	0.0000	0.0313
[25,372,456]	[-0.0019  0.0116  0.0137]	-15.3406	0.0000	0.0255
[26,95,372]	[-0.0080  0.0128  0.0100]	-13.2985	0.0000	0.0410
[26,322,372]	[-0.0135  0.0106  0.0108]	-12.3206	0.0000	0.0464
[26,372,388]	[0.0113  0.0130  0.0210]	-20.0398	0.0000	0.0417
[26,372,456]	[0.0019  0.0115  0.0139]	-15.8986	0.0000	0.0271
[27,165,372]	[0.0028  -0.0108  0.0130]	-8.1660	0.0000	0.0391
[27,322,372]	[0.0052  0.0103  0.0102]	-14.1298	0.0435	0.0478
[27,372,388]	[0.0086  0.0130  0.0187]	-18.9495	0.0000	0.0345
[27,372,456]	[0.0100  0.0117  0.0136]	-16.9819	0.0000	0.0295
[28,372,456]	[0.0045  0.0125  0.0163]	-17.9464	0.0435	0.0475
[29,95,372]	[-0.0010  0.0133  0.0098]	-14.2768	0.0000	0.0406
[29,165,372]	[0.0013  -0.0109  0.0129]	-7.7656	0.0000	0.0356
[29,322,372]	[0.0112  0.0107  0.0099]	-13.5960	0.0435	0.0492
[29,337,372]	[-0.0009  -0.0204  0.0120]	-9.5226	0.0435	0.0462
[29,356,372]	[0.0008  -0.0321  0.0134]	-9.4348	0.0000	0.0424
[29,372,388]	[0.0211  0.0126  0.0197]	-18.1808	0.0000	0.0403
[29,372,456]	[0.0066  0.0113  0.0137]	-15.5867	0.0000	0.0235
[30,165,372]	[0.0090  -0.0105  0.0128]	-8.2658	0.0000	0.0486
[30,337,372]	[0.0008  -0.0202  0.0120]	-9.5495	0.0435	0.0472
[30,372,456]	[0.0418  0.0137  0.0187]	-20.9314	0.0000	0.0499
[31,95,372]	[0.0077  0.0135  0.0101]	-15.3448	0.0000	0.0408
[31,165,372]	[0.0086  -0.0111  0.0134]	-8.8331	0.0000	0.0431
[31,337,372]	[-0.0054  -0.0205  0.0119]	-8.8629	0.0435	0.0472
[31,356,372]	[-0.0141  -0.0332  0.0131]	-7.7701	0.0000	0.0495
[31,372,388]	[0.0118  0.0134  0.0193]	-19.4917	0.0000	0.0293
[32,372,456]	[-0.0013  0.0114  0.0141]	-15.2361	0.0000	0.0479
[33,372,388]	[0.0021  0.0128  0.0188]	-17.7759	0.0000	0.0273
[33,372,456]	[0.0126  0.0113  0.0134]	-15.5539	0.0000	0.0277
[34,95,372]	[0.0065  0.0133  0.0097]	-14.4365	0.0000	0.0449
[34,356,372]	[0.0089  -0.0323  0.0134]	-9.6520	0.0000	0.0481
[34,372,388]	[0.0135  0.0129  0.0192]	-18.2849	0.0000	0.0329
[34,372,456]	[-0.0007  0.0115  0.0137]	-15.5840	0.0000	0.0228
[35,372,388]	[0.0257  0.0131  0.0191]	-21.1813	0.0000	0.0441
[35,372,456]	[0.0287  0.0119  0.0143]	-19.6101	0.0000	0.0494
[36,95,372]	[0.0073  0.0134  0.0098]	-14.5182	0.0000	0.0413
[36,165,372]	[0.0072  -0.0110  0.0130]	-7.9712	0.0000	0.0400
[36,356,372]	[-0.0006  -0.0321  0.0134]	-9.4212	0.0000	0.0415
